[32cBZcCYWscNUI3vjL6G3H1SqGfY9hS3zUShp6LTzYZVvrzeEDIZFe] esta na tabela, timestamp 54
[39p141cyhdjK76y0v7WWNWKZtZnpGdWqtchSjqTA0DfYa2bZdhhSiDaWPS2T0kqSWUnNAb3qEaqHWavOdT0GirlJ9gyB5ibUxjbYYvfz8d6Df7LyLpfQrY6O] esta na tabela, timestamp 69
[SaFKMOgPmNPN55sGnOMx15bPNaSajTZ6qbu5JQveCecvHgDACD1GGOIwN31ZrgiHWWBmAvd] esta na tabela, timestamp 12
[cFhWZ0sFYAJHsv2XOfzwaP5kFU56advzHDvcHpBUP5r9GbWdThc6d2NdQBSoMZ4F3XTgRzrYFSnKYNW70VCyONT8vIlDQXKQ7EKseMldpk6at9Lnbzz1tYeH3Ewcar28x16yxF55GlsuhjtNeSH] esta na tabela, timestamp 50
[wTg5kteqPaaaAbBD9Lc4HsdAVD058CcstxC6wU3ZnS39zTZipEBT8lKlMAFy0EZYucm1R4mjO3joxZxKVXeWK8CYGROAVnVj8EFvula3OfFEfHZHZThuzhDmdjlcsyxm3l8MbusXJPUnI9yokACFoLjY1FEiHCcysZXSwTHU0vO2MKTDgzZvEk732K2zz2Cg7tq3dHkk3NhINtT8zOD5kYqXHQIkksHybGNlZ3] esta na tabela, timestamp 72
[fiYpxORf9nRO2MBQi8D9d6J1LVNqkZWp4TQnQz8hrZSyaA17AAtCZmtx4bYyP2G1YsA7oSc5sbXEisECxfXDgp66HDR4AaDcFw0EegDYgQ21gADArC6sFEaQRmtqSO3YERDM1DmXBpzZQMlkNY82M9iBd86vkpPTTHi3VvoHWOakygFAna6g9CIZb3xJbyU5P] esta na tabela, timestamp 30
[RB0KQgpQiLLugciyJwZjm2nV1q4evWSALcbHbqJZlr0x3T8YurbPXE] esta na tabela, timestamp 25
[iaY2wbXjXDQ1dCbZXJxfInbvwI2Pj2wAsGvPVz17flZ6kM4SMSbsRyB5uDvLrSlWiDOPnTV6DyzwVs7fJz1JZDNWW6zPXcctkbHe41u0NwQ4] esta na tabela, timestamp 20
[pRchikw1cKs1748RaL9rRbmOm6uvsPsZchC69ZfqT5CbjKqwzPFnI31LW4aSyX1EkwppJmEICObsRpa6c9HBnUOvPpb63XC2hrhOtWbHITkQDQaVbKfQ5CTQnIu7muTk6i6faF6Net6SRGvYtEBfPT8k7AFd8WrXFlIGmOpvd0KglJIcgCHWlzuZmC7zdov1hBmjI5323] esta na tabela, timestamp 9
[OQwKZtING] esta na tabela, timestamp 54
[YF1WiMeaE7iWvd9T6eBXrM58sMIeiJZ3z1A9Z46g2URn2pSdfQJB3nkHbeXXskZoWm8aSfo15aexPmdhLsgbarKBB6kxNDvdVS9sfrqBNs26Pye9ZNJmf91zWRrN8cbbC9YfSYQi6FhT1Y2ZTI5SKvbCoZGuy73J9BkycRqqpMxI4fxQ6zx6X1HycJE5YklqaV0xktLSXV3gl] esta na tabela, timestamp 51
[HqKJytPP9nJJee145fPzUbsaJ5GUU0t94StcSfGBv9QqcjoikZ1XAdv0FWpmVGFtKhDSrlQ2aon4ck8vBK2EQOlh47gpat0kKvMBmbR4GAlqaPeU9] esta na tabela, timestamp 60
[MCQntNmoEQTNkjbEIkhdgOv6RHAMpg2ReZPJ0w4UPdvHG7HNWTRrsMtzDF5i9023zhJ46XUY4p6Jsk9CSc3eEYMtlPVHU88sxPRq0xzdF3dkL6rHN9qswNc1unptsi4hoJt9LJpPvSbtvl79FCFByjThIgv2RfF] esta na tabela, timestamp 23
[wrdd2l9p4oIvzWXP3UtimY999E1augBIls] esta na tabela, timestamp 21
[YtYyWtqc2deeJPpdOuuU7s80LGw0RwhscreBuAJ5VLu5SFUDNYIvqMM1MMh074SwSP2pi90k9L0utBNSghDOfbNLrdbwKSIIB921ClcWVAocT4D] esta na tabela, timestamp 32
[Gb7B9msSapaGpU] esta na tabela, timestamp 53
[uCDmjbv4WccX02YgCrGSUQpjCGmfUvefvUxnPsMR9SixXo1Couwn5VYvEd3YU0xhSBnOP6FGqwGdY4myCJ6ZFRfF7AMVS] esta na tabela, timestamp 61
[9yqzuXv9jgZw7AeOkBY7XJtNKC3pz3Qz6emPF5dLxpieXhfq6HXVHsDajxqnfLH9OnCePu9F19yVtZZO0YkiqGOW5wJkbONB0BrC87LS2HedNvLevShmgGr7jM7crkJlTfzTUOEclXbBKTqiZZcF2NF3kgmEBrGs8HsJNhx6XbfYWCVALGblstAjsz8lVDzwav5V25MaoG40fJigYLU7OY886xyuelVzMf0Cxs] esta na tabela, timestamp 49
[IwVHt96EWv0Iy69lSGWa88Q08bzPtWjf0miSgOEkiASkX0yov7KELlLv9MBqjgqq5ZhaLpSd7GISuFecFfTl5bVKXiV4wahrEg7SPuvH27TICHVtmgl1kPpv3b6UW4r3XtbL302NXL8LluGZ8GkPqRVS4lIhEXrB56H80aHMbsJqb4nV0f1xuPyGUQM6IWO1qjEtiSXCcxrAU1x4nQZcFSCNzaZY4SMgx1W7] esta na tabela, timestamp 36
[GB8wsbVZCvD4hQlLYz6ZqPE9] esta na tabela, timestamp 41
[oAkglqqGIIgbVSuMCocCsgFL95PEHW1hMyBI3lMN5b18DW6stIn4QtZs0mqiZmfjDnBB5SaCV7bfMLaSgVWaxKXQBMbbAHqUIqxsD3snTCEpmd2M4BCMYHsY88OmcEKExxNIekxd1H7ncLX11MTiGajQ1cypib57JPCoyVaIRJeaXIgZ2hmr0JIdLGw9f0T3S4] esta na tabela, timestamp 42
[QhGOwDYK4wlJAhifdtWH9P27HSuBWlmEQeiDqjxNlqr8i7gNoLmZqcuBZAM88aDsAAGGYwXU0o2txKM9rio9wgkcXqPO8vCbL5iD3NUMJMct] esta na tabela, timestamp 31
[krzuTCobUcnfFpXFpZAiwQzJZOj4lt7ybn8ZNoEAiTJj0mACMDIhBAvcCz5euCnCyu861lKXRt4pBVGgpkUV7dpytiDfWYUOvol6QQjQgRzX1WsEZ7YO1P8wBUOw9ySwGv25oZlObykzp3faj0f5bhBBN1GbRd] esta na tabela, timestamp 66
[aXPgyc6a6FCrOzgW0Gc9xFSstsJTOtdPTVBchVVHnrQBW] esta na tabela, timestamp 19
[0IV4bH8n0dcMf88ZYhrzH8Fu8eEQTBVfWpq5RN5ZOz0xD5fFYOMOWmRgx2chLGomUfdH0U8qGvp9MAv7SygpaaV8xB3yVDyGQgn0788j8oHNzRc4C8yjBIaYjKb] esta na tabela, timestamp 48
[tCRzcPw08rzScwJTbqOI0o7vI5Xi8ZePz2gxB0lUAKUc39WAUsboL3GetJmk6EamvQSXkdGvfBBGBQd39qpcm6dPrUtIrHpyQLCS4GM5RbtMyHVykVWNLPGFqRyj7QwRjNtNWbaddG9ZLsughEfvW2XPsDTJNaap8Jwa9qJ98zhuLrM2EmGba7mF7GnVrHGS5ZTdR94Yk69kaxWGM0FJUmH] esta na tabela, timestamp 47
[sDytl3j36RuEdrd89ywRCfnttf8gGiumMq1pCplNqGY3KpgW6ynJSPAJPDQSfWMDwHUUbMRDPLQ2DsZDRMB6hwQqkTjk5KpbvhZWBOxqQAIUhbJZzNXI3H6QfM5kkFSa0bUX9mItrhVhQ4pLjQkS0jTQT3pdkLz] esta na tabela, timestamp 39
[WQNVrACyKG8HsbIFzSPrv04Ye8lJCyGcBhrJwi0IhomoPHz2UABNCFLBxrPmwzrncZb7zx1l1LYM78RvHj4fELmbBfeZtarhzb7ivnNanj0LrTOezpWmt5GuFNqn4aiW0RkmYwEPDton61AwWX8An7bE5K06uIJ] esta na tabela, timestamp 59
[Wt4BYIM1YtiwAJaOA6X65h6xIwSzC6BCLin1anR5LjzxsyLoP7sbc3JdEOTmABKvTZT9XBGjX8wvfj7BI5h5dz1HernyP5zL9kg5hGbZUSCL1TBfKBTkX2NLBZpKYXuH20sNlIDRoIqWXuHEGYLxXwLxRwuRH9XpaZFCJT0GX99yXxdQCGdBiGWShPFdWrpDxkIDpQSzR21OhZO3dsNHqQ57LjNg2] esta na tabela, timestamp 68
[TsgzWV1INo0ltvt0hZI3eyRvmJCPV32XA00mhHluiAztv28EAYgxMItEN3IgWX5KvwW8X8W6Rbeea1aTDbA7yl9TBNeRL6zAZR7qbejzV26APlbIVx6P9u6] esta na tabela, timestamp 28
[DRn82w] esta na tabela, timestamp 43
[AfZeRvh4bGZaJuUULfIYblrkrIXvneINvgYAfdjCbTL5k6SNTDA3dQXwbR0nc5mZwNFO3UrMu5jO8fvZqUO9DOd8PpAQvR] esta na tabela, timestamp 17
[kRdZFMr40dbTZese3wKONEHrrBQDZ0GFzKgS3ESBGuNwfXPwpsNuAHi1244zgaEHZdzkROoRrNLl0yynRvxzvdD4qDAoikhji2LfgZXe9SlteKHXF412bu] esta na tabela, timestamp 8
[EiFcg5m9EcGBGL5oPL0gcOYpQx2KONflQdAuIimgkifMEPrpo40fXxWkuT9CXtKbAgY5M680GPNqBJ] esta na tabela, timestamp 4
[afDjCypeSzeJn3fVUTfLb670dqWU1pQDcH0XL612aFKrs6mrnvy6AcFFrJECCzqQpRmo59qlUA6hDHghETpZeuVVxZsTUrWnN9fbyuLJXlszEvbMS9kQVIto48xZnn8liSzJTfT] esta na tabela, timestamp 27
[SKIEUqfBrIKyvACovWRPrRIF0BKRyPnwSbMrBJsMTou9oYnQeOvE9ZyB2q9f8fXAliSJBMnHKA2O5nI3UM7yGLcGsOhL8YU7DVTQJHDrXEG3ppUtD6YIu1RfnAt8cRxRFUJCrFfTjc0hJol9gk6g4n8twXp3h26h74gd64rUqtVFFp0kNnGvAVMF5gs7gIt1bD869VNbkLvxP6evKT8iL7f3tGKvZUAHGyjwoaYNxeCc2UUJUXJvLA] esta na tabela, timestamp 58
[xD7KE5p9tzBZsSLRqJmOwPW2pg0GClMr8pb763jYdolckIPXUamvk5h31Ocd4iz5VIz0xBveGWwTqvlctupmw] esta na tabela, timestamp 14
[yg06AKX9dwWHGFXxMxYaqA7MIxl8bMOwF173nUqcwEpUzhgJ0rRzS8DiyhcHQHgsO7AbcQM50ZJmEykt70k2CGD1s2MwOFOfAj4iL3a2lBGH] esta na tabela, timestamp 6
[jGuiKk2E2LAN3C2eeL5v7WL1DjeEzSKFk69ApI2oevdbRzc7OnhMVCEzp6iU6ZVsklQK9uA8zLuwdPlwyF4GK4Vq2u8cs2uJ2wcSJ5IvGXYC3wk2EGzM1fCbAm8AHijKGr0aakRx3QvpPkDeGKk1ia] esta na tabela, timestamp 13
[O9jXSuz2sioLrwNcXiaUpgrJISqO9ZTtoRedpM0mXkU0cV7tT2IL74rZybLOWBG1KpPTIz7h6YXe8NMrUW91sAy6wI5kVSaJwwniEgoGdW9WYWWyNlKwrSy5c1wOJdnztU8HlTRYrkE5AZAsn0eVNS88D9Aufr6rt86Nc8vTgz4kOrc51Y0grC7] esta na tabela, timestamp 1
[JcBAUVuvq78f0Q4sW1QsR0vfBQYSpvu1GVD6FTRplUIkU4bcNaFzQjjY8GkpvKLH8Jkn694FZyoy9j8mP9juSkLEsVsI014WX0PdYwsTCiuX9bHV8k6HhQPc21pSVS8] esta na tabela, timestamp 65
[XEwtatdBSE] esta na tabela, timestamp 7
[xG201NWuJa3sH3w08mYlVBwuZhF3FGPCPW4nFHNno9ZeWwQ4carr3x3] esta na tabela, timestamp 0
[ENHKZYXRHKNNLJXBPTRHFMA4ZMCRXELKNJ6Z01TBB30QHXHVBDVE1EDA35SXQ7GLDMDQ0ADRIZMCH9ZKCHFL62VWHJXGD83IADAGIVU2TUQCQLPVXUBVTS0AMXTRYKYE04JMYS4WXUILC0ZZ9IDSGOXGE6WFBEWMUUMBFEYBPLS7DZZPJYRJBTMFLSMTPETWY9MVJUFXOA4RRBT8SNCVAAUCA3JTSDHOJQEMMUV0] nao esta na tabela
[kdjCI6X67PbzXrw3qRS14WvMuYPNN4zLg2kaD0T96csbvfXQVZoP5GvOJA7v6jGToOXlJrEat6AX42P38wpRPBNIYYvEPsLPV6zeFOZFbcskesC2w2r33x4xdNyaRDHTbks5rOsLY9YJcSELETclFjc] esta na tabela, timestamp 45
[Bcw7ZoBhC7tnPuIYcxsYINrhMxdCypXKcal7jVgBXihojUQ16HtdYdUKrCO0iBk3kRklG8i9COnFeIYYZlKg7KJiZNQHBxrC6BAzxLKILKjUNfjunwNJpUH9qGZhmJJq5DkjfKNTiSjkgBshMdyzU] esta na tabela, timestamp 67
[1BGL57z8A2KKUsO6Rc6czt1ynqqFkjuAkGGH3Z1xWaQ9IXdke9zTjfkVW2XnHInV9gCTamr5wAKEwqsLNIdiISqJh4i4hGzExzpImgGVf] esta na tabela, timestamp 29
[u0FeWawD7nAsISMVGVhBlTGch5Wh7lhROvShrtGMuVZjlV0LSrsD8j8fEFYz7ywtvKMdaENkjtTRgqGjD0] esta na tabela, timestamp 18
[SKJNFxIwnH7yg5I4tyY7fraPZ0UNUOGzDg6ahiR9DT8OJvmmo8oNY7hpzcdnp9BLvJURgryo4ruNo3xxwVGuoXKhwLHy5o4v9eDcL1aLmmCu1wbaRwdqzOFaPW446As6CVyFik0oPGVtyIv71h6qFvjT3dsyLELw3yuC2I76ZTWxACvXPcD9upTBMEe1oKYfs0YKvlsvWlW6OouKT3nrt5rr7YnsbiY3T8j4qjF2QJkni] esta na tabela, timestamp 57
[SBcYAKmEf5mWLwabTTijrr8z] esta na tabela, timestamp 61
[CFCd2UgFK4QBMU] esta na tabela, timestamp 21
[9rmo77MrcWLbZ2Bm3NXEvzQWsKvJchsPNyiGht2WbpaDvtrRwdc6c1ikgSYaHJSr1QnbP5UsNmitxIp4mRmp21IFjiT] esta na tabela, timestamp 62
[8upVlZOchr7QKmND7L5PpweVsyNOCcW2G99Vc4VMeeTtW4ScEaeXU7hKmREdAebF2t7iTgWy0MdMwuZkfhxYXEEY3zSNXzR97mjxeweSvUg0YCI7ytypnkgzYGZM6BdBUo6y9CKR6Ne1Ret0O4dtzOYRXcxVkAl8mpPb1ywVIdt4frV398dZbaGXGPbXpzysBcKWCnlUcJdA3XhlSW13lMHAxfuzvwtPc8BiO7jNvoUD9EkyTdL74] esta na tabela, timestamp 11
[fRvPxqdIexx2EkfHUSYOQg7CWW8BR5JZKesK3Uv2BeV9O2Uhfo1POewU6CTrfz0zosUz3yuvHsLK1BIjUJ28NEXwCUxzC] esta na tabela, timestamp 49
[viXahqlpYjHKMGQSlPGmNjXIvsQpLiRZMRLW7Rh7wNS9U9vRMEtIakdHR3IiRK8CzJ22ur3I4rRb3mycjRIDVKs5jEvCguTkkXXYS] esta na tabela, timestamp 59
[gLb9g2QNMohwFl8CrlebO6edl9fdc0iclkJ4eDnre4Skkb1kU9oAgYHECy6WimrR1R8jtGURk5fd9O80Km89L7Y1vBmYPheWjB3DcjiosHzEHpSM1guRGa7h9UAhAJ01u7YxqCt7Poel7swKN84ydSRJcNNoLTNwgpkbVubnzijZ7JBpyRJKUPjtUxUiGJpNExSDWxMsLHymS] esta na tabela, timestamp 26
[77dLTrVvBT5hTyuNzYVGbUKpWzKdDOLSHGRTIY6SuCSLAsOkLese5caWd2ajBJkK6WMjHvvZdSTnswxyZKm0wElawfqhFZJjcUljCqUGIXvKR3nje9bX7cb3dN9QgRa0BYVSS8anh47DGXB10jfzHyFC01cKUsKD8LlI1Z0yEdQ9Y9pD8QyZiW] esta na tabela, timestamp 0
[oRcc6UMraizlEaVfRp0o2R0BnP80iigHGsJRexSbUtdM3ilpXxxVgF3T840gNJk] esta na tabela, timestamp 40
[3hrVhzYsNNiW2lYkpaog3KhU0sVtx6AXlIvsVzaydJoICxu6wwEj3rCSUBIoJuA2FxFRCe1gHICg6MdT6Xg2MLthAg4vnCHPQffyhYA9Kvb4mf0SBNg1LPPFQejzOFNcma84rqYGrhZRSXAeppI71CF90nhnHYLRszbklE7Q7iesclwLGOzUituscmpF0XVtbl65sm6Ic5xOScVVVp89WoVKvTBXxt9noq] esta na tabela, timestamp 54
[HmQXYQZjXRBw3IqOhndvJEp7jqYpUh4o] esta na tabela, timestamp 77
[VxZkvGhMuA33iSUi4Oh0n2p6EI14KNs6elc83wv74QtaLfTL3mNx3Q7UQ] esta na tabela, timestamp 47
[MkQ] esta na tabela, timestamp 17
[3ebP2lkmm6ByOdBJth] esta na tabela, timestamp 33
[RhTKVFR59eNIpsSTrZVl1NmTpcVgpHhT3TFjsIZaKaOfOcrmVk3oERdGpX2FxpgAdPyv1pwL91mGp7] esta na tabela, timestamp 65
[xjqvuUViWDXGTMXUr6zp3wydU9YVj6CZ6UZ9FaUk6PI84OK2gotSdSZuO5M4sjDv51T6DeHgk3xMQ6I71mllW0XYOJdb8imUgUQbnw3qXe1k54ovNCfjV1cAQ01kn6GzNezSA6GCAPFqmIlLpmdQ05Rl3FLoRptbRfTfuHy2CMdoDixwxgLkwNVCYIqarkMEfquxcIUr50FIy50] esta na tabela, timestamp 7
[LBmext0klr1copc1vVPpOLBivK0DiExqoyrTVOqJ1WMK2BFbPL6d6qaaBjL4I3wAXaGsePTiGpGQoiGWJa8lefWBZC] esta na tabela, timestamp 70
[DI1IBm6FE9w2NaiGg2mVrZTkVvX5hKL55ltbPo8Ch] esta na tabela, timestamp 23
[CPoRFRF0hBvcNdzZ80QhUvzBHDTPzKfv9fW8lD5tANG5r5kkzuEEmL8GEelElWeRvFoQN92ZKl81EMh8g5ECIGnL2uxTY0] esta na tabela, timestamp 71
[TYqdFtEAekkwrGmlKwvJNJy9DMF0jddCMl4VTuxmvMT6upm7Jm2rl0Ura1BSWIhNlcqljsSKMAW1efTrDwtvmnlU5iRlb9hahrRTZ1CtpHaEqeMk6QeSGKfX2lkzFAn3bjerzA68dixORo0P1BtCsaszR2HHmt8fO8xSnP18R6bMQuSkVSA0yZDO2iErFnNpQOlGrpsKJma9QKOrkhC] esta na tabela, timestamp 73
[6F0LDOWlbndaHuC8QDkARdvJYl2oAkfBcML7WXO1T0OI3YiYm7sepYQQlfyANaMrh] esta na tabela, timestamp 32
[zuZ2LNnVSkoMX58vfgNKzxnk3PkWQaATKD5Qe0covYNCWz0tXO9C9Vw6Dkw0ewrKR3Zny1u9TGUxTJS8YYfzYIT8jUcxkw] esta na tabela, timestamp 76
[Lnfw] esta na tabela, timestamp 1
[S9ZOeFZHSUV4Wpi5NDMLdX4SJ77HojsaTlFlVrX3mEiOgeDiDLzwV0s64EZLFyPN1AxKhgD5SZfwwD5Ywvmz9r86kimdUSx6kFOUoRp69eTmAeWuADBsu48xL7ChJLGp2Q] esta na tabela, timestamp 22
[LHI0A6DOraUNsFhnhTgkZTDa0vSRdsN1RpfNrPYO62AJy6GSKsDMDowDOAeLLeAckYnX6Fy9blpFs9MarmjRReOnnuDIeBg2I2nqrQiu4Uiu9Y1itmZkd0lDUJoOnALreG49itKy1ZHi0trOk4gTnfk0B3FWmMTNVlnpYVXJzLzw4VAPRKLmtiCPf2GCegBhfGBaejXSOspCOdNp3Q65dooP2yBeLNbbwESPRi3Refv3] esta na tabela, timestamp 48
[zqUj9MEAaHb9FfIippvI3itP4trYVJDipXxUxHMfByroMyo7EgJQIxzQTaZDgzALRd7XokHuRiOivIj7X6RNKR9RS2rXOcTBNxuH8L6ErSaqVIFKhGhDnthcTvg] esta na tabela, timestamp 46
[kB6g0yf] esta na tabela, timestamp 58
[gZpDihpYCAe7wu5BYnceZ5unRjR8hQLI7JrC5FUVNKEGXHVviGzGRye7AqwN9GzqIkIteVx8OyUVulwYSrDMQYlRA2tc6KlhnCHOZzNCXVVNqnBnolsqAhXaVdZpJU0Epy3F6KQHhNn9gqw8jmnpGNAX9OCetXhCYK984pA6yMOxaGjz2ZFsbcMuc7IveU7g5wuRlajx6uXbrOJhcH5ruCgPC98ynEY7WS14KR9rqILaBySp] esta na tabela, timestamp 41
[7dep8x92e1lKLSFiyINGXzfAU3SC8xyAVtczf34NaIsyUe9sdH5GcEE3HUoiYtCjzMjUaQZvFvu7S0hIAKR1zF6HQI7SQ3Fbf0u11n2ClXKS9fSvJh5EbUHuzONvXuCSp17qUWKTRJ4nGhPlErvug5lG0FxhLhhKtfV6nYkW] esta na tabela, timestamp 43
[eD4ACluQK8AvChuM72042WHdwEJrsTveOvHSq6SDWLQjGl2NVrTCUkDUVA7t6duncVX6MtD32e7w1x8zyminwJcmGk8HEL2J3i7UemXa7zSLgrtKkYVE9ObvDouz4T4jGsfL3BKrowBuLVFaZ51pKVOT8mW84bOOkTC0rPLWRVVYUvGaEoXuaMchRMRJaTQqRdmgwqB2BQTdvpEgM2C75pg56qWHEsCNRIs5w9y1Fs7XA8pgiy2fp4A] esta na tabela, timestamp 42
[kAz1YhWtcZnJVRcuKjUXCLQBs1bTEsTDcmxPPd1Ne7Gl0g2KAXIJZMKEKi5P7XFaoEzeEuDkCKu9] esta na tabela, timestamp 53
[asPEu1innSWevxHp4DyWtVBiaGkOSyNTigB8m56SWC8mVbm63KPB2atUVw6aogNaK2uzXR73awezqFlgD8dsHQg2Hun0mP9WZLPsRMVOEKEbWTPmBaHZS1tnvMngN5Tk65saMAhBgJUE2bhD8RGvr] esta na tabela, timestamp 25
[73LjIhDBN9CipciIg3TVGvebOHZ4q8zm3WMGzo1LXNiT9D6xl5kwwLHcPCdspDl6Y0UvwBH8uX1AtNbvtEaG9RLYpMlDCAaZ3oq6Y98hXqw7KpLOHB7RPc7DBk76hoKLPIADgjrV38kcuLErfEBx97ts5sF2bJeg1e1qIh7] esta na tabela, timestamp 19
[zB1TJfu81V53BeILYAcdejeBJA8JNdW0FT] esta na tabela, timestamp 72
[U6zDceQYqu5XFgT6EEFuZtYiGpmAbbltbggm1Gz1u1ZU6JeyH] esta na tabela, timestamp 52
[0rfpGiiBxUdFxZRs8zjuozKP2x3HsHco1QW5N6rBFzTx3rgVt6OXbVKNZrLPdYsTEgQkOgRemyvqg8Z8rGZ47i7pSCK2GzLSIqzTX0uBjzGAplwC7oFKTS1hqqwryOOurwI7Qm2UMEuzkh] esta na tabela, timestamp 64
[M8k7oVEVs6wIOm58vbWhhc1eNLkPwFODI82OH28jbQimgItmpqtB4oWqHD0uxuw9ehdtaNTANhao7tMeW2lQ4doqV7EnAfhJlYCC9S4QsuWgpQtwmEIvAjRwiZoDDnPeZatqakYfn6LquZo73ZI1w8gC2nO8u1cHzYHSiBnHRGWwsdhLFiWC2wiDJdhNa1mKrHiv27BbTsCfX9kRxqkbrgyQeN18PPrBMHlgxBi3G] esta na tabela, timestamp 16
[37sLtcTyhWVXF2FrY2itMxZe0GQIDBsbBaG0YAp] esta na tabela, timestamp 28
[Mb8s93mKAvqgWbu7RL5q2d7dcL04WRxmkIpb8wOfmmyn2grh5sQZFPHc4em5C3UtGAMyxGexbCLynWalTCnS8nx0RQZgyO2GFRd7Q5kPbXRd9TyZDy] esta na tabela, timestamp 3
[afmx6k6c0QMIjEZxUJc1G0Jq210nUY7LJtLkvn4IsoOCrnQkqrujoQqC280QpoWdjysvNVNgb5sAtBLImgW0gH7r7BM0mv2fBYAwKXcNOGJJsnP6Hoyf6v5VKurU9eGH97S2Ea9BK9LK9DScY2XLI7guyfBXCXk9PZMVlAGRPvVKTxTI8U1EImRoKiMrDKDazXsZb121e9nKmRFD1b] esta na tabela, timestamp 9
[b9XaBdbCHcV9l2W1vqzbc57ENCgcnFmbz5NayYiShId3FGO8fzPBxiYxO7aXt09MK1QtYF0vNBd6] esta na tabela, timestamp 27
[4Cv0ncTW6MyBBkrhex7SdYYGvwiBMNjNcRewRQyRoIkLliNHkZR6NMY7sKnNBHfIZ8tYsIceGPYpNAUfoKswX9lEKIsuaWtu8WAcMa9MfMApZq2W6BcjXZe] esta na tabela, timestamp 37
[vNxJcVDYN7jV2uKhT8P6FKh720vXvA1VG8HYAINbOtk9FnLPvnQAWfr0yK6672vTGFeHGZl2rSrUgBwdaXx03OBGoT1H4MCPkisoI4KqcDoaCrHW5SkOmSPm8jNiphyDvNf6HubHa1FHvlgk1xj0dN2CtP5rMF8Gs6HGficbfbQjbQ] esta na tabela, timestamp 15
[XdWnIDqpeTuATc2YpqMfgewdpwhOEAvCahwqbeVDhcwjs7Fr9QiUlIpSt3ofFjabXEkZmCnfBEn68ZzvTZzZ8GtFLkuLHiIr4p2220Ag2HX773l2d2Bx4CPdeAD4NyN8W3IMvl0ncDovwSBqSycZ9JNoPYeHQPp80RvoZ1UqIZOEvnhFr0AGhnKsuvTYFiHO90Aj9OtXP9vbdUgCyBWGEw] esta na tabela, timestamp 39
[DaACHNrd64OG2qWVdB7w4zmbFu0kxRTljvZI2lo4XLnHsvZaJGaMlPzML2yAVnFiG70zb6goSNa] esta na tabela, timestamp 30
[hl6ryPwoatcdVi1fhWafhsAnHqMGYzsMpvF7ZQENWm53WWr4nLwpyM1QBuMFbPhO2I6PxABs4WYISXJBxJZLoQKGzWEm5pKgP0IR] esta na tabela, timestamp 31
[HJygsmNsk2yx8f5spSzMZ2auay20VZATskzmFsNg0j3EI9f0PZIHG6uxzQcaZHEPxdYtDXWxZ3qV0ZnED1GYlyj4AIUhJiobaZu84] esta na tabela, timestamp 44
[rtQWcYnXRhQ4HsofcYYxheGWWexUeCk2RHrUicvHEIW38I6rnpDLUK6CFi1gEQ5c4XidtEqck8nWA45IC4ik9encrxEur7kMOnpEBFZnS64EFWHu7tPMwmqnxYqiQTa8XpD2I3qQyZH57UHb1auANzJOBHlCBqePLl3PUv4XLhISOBxn1BfGC0VkAyQBN7Kx] esta na tabela, timestamp 74
[9VQpZL0MoIugKsybDXEaCn3Nq1YJtCLETIFCRu6y3e] esta na tabela, timestamp 36
[EO5ByQYGk3TiyE0HXz7n72PrCWEMZnShejqJ57yhiccQWnDSQyfrDayQDj2mEX6Mh9gfxkYrejxnaEVJVAI3WFsfKiapJ8RDr2ANzMD0JQvnJi9xEI1rNwklmMXjYwyewOH8fpbJ9KOh7oSNAymSJN74tTj9Rc6VYD35QWSiaGKLbE6IX4V2GeLA1eaqRRFqgsiz0nSKQmqYlWA] esta na tabela, timestamp 68
[YOP5eOnH9dxndKewqygzdEOk3Uoks1I93aWqc9SCLwYJ2PIsUIuFQYdnTFTgxhzHdFLp0yfUi11oWfGRe6ip6CIasntGx6bpVDxdcqzq0eEBMr4RnOfqFeF1fVrocugyA6xlTdnC3o9tLKoAtKtdtjY04pWEzjfl1C6wZNcXwF9ODYTFD5og5bS6W3FUcLEmYNA81i] esta na tabela, timestamp 38
[HScpianqm4tqgsosQI3aNLOAu5ACF7OVFOvObnGDbvfDeYKFrkiq8CxFe1spU1L4jezZaWCSu5SleYEGG8puUWuXShBO24nYChS1lr6uqBiqHCj4UxP0SF3gK0pOpRneCUtI7xMoUY] esta na tabela, timestamp 20
[eLku8D5Ndye8i9cdXtKUvlAbcL53fHzLbyOLXdu1G] esta na tabela, timestamp 35
[b8d1uIJWKtWnljOT4inW3FC4fXfG4Pd8oCd3QmNtSP3egd6nao7WuKsEPpxTwtZk3] esta na tabela, timestamp 8
[gY1Iwq2T5Mud7BUOBU00x2n3gjRRuqXSByau2O9B8jAKgPOzTSL8ohKoUyMitTPYB6CsSZ6EnE8Kgxn7ZtkCIHSGw0i0afRkLGab8OyvYbOkL5eiL6QRmLUoQn2HmNDPSX2Y0SggQkuaFJ54A0fh55VsRnddAqFuJunhxNsjFWppRrxw6jNdWGYzw8xwN4tyUG3wDt7t6285zf5] esta na tabela, timestamp 66
[E1dPIcJVeTGTt0QgSfohtfeH8OrbOQmyHTjHEvohDoZiHJtIuvXvOuG0taexiiJtUW9k6] esta na tabela, timestamp 12
[CiTJcqCjpMd65RD8rV9mDmt7wBZwkX8OH8WlMIXjPhqbEbM6ppeZeBO15G8h05NRk7G3OJRQpmGMc3ErigZjmcuQKxfVHuLZNxZ1uttk] esta na tabela, timestamp 60
